Time (abs), P1 (atm), SetP1 (atm), Rate (Hz) 
24:55.7,197.73,200,340.35
24:55.7,197.72,200,341.17
24:55.7,197.72,200,339.89
24:55.7,197.72,200,341.49
24:55.7,197.72,200,342.73
24:55.8,197.73,200,342.27
24:55.8,197.72,200,342.27
24:55.8,197.71,200,340.26
24:55.8,197.71,200,341.72
24:55.8,197.72,200,343.05
24:55.9,197.71,200,343.05
24:55.9,197.71,200,342.41
24:55.9,197.71,200,342.96
24:55.9,197.72,200,342.96
24:56.0,197.7,200,343.64
24:56.0,197.7,200,342.73
24:56.0,197.7,200,345.11
24:56.0,197.72,200,345.11
24:56.0,197.71,200,344.38
24:56.1,197.71,200,342.32
24:56.1,197.71,200,343.87
24:56.1,197.69,200,343.87
24:56.1,197.69,200,343.46
24:56.1,197.7,200,345.79
24:56.2,197.7,200,347.17
24:56.2,197.71,200,344.83
24:56.2,197.72,200,344.83
24:56.2,197.73,200,344.15
24:56.2,197.72,200,342.04
24:56.3,197.73,200,340.62
24:56.3,197.73,200,341.72
24:56.3,197.73,200,340.12
24:56.3,197.73,200,340.12
24:56.3,197.73,200,340.58
24:56.4,197.74,200,340.21
24:56.4,197.74,200,340.39
24:56.4,197.74,200,339.43
24:56.4,197.73,200,338.29
24:56.4,197.75,200,338.29
24:56.5,197.76,200,340.12
24:56.5,197.76,200,338.2
24:56.5,197.76,200,336.59
24:56.5,197.76,200,336.59
24:56.6,197.76,200,336
24:56.6,197.77,200,336.41
24:56.6,197.76,200,335.36
24:56.6,197.78,200,334.26
24:56.6,197.77,200,336.36
24:56.7,197.77,200,333.48
24:56.7,197.77,200,334.21
24:56.7,197.77,200,334.4
24:56.7,197.77,200,334.4
24:56.7,197.78,200,334.08
24:56.8,197.77,200,335.13
24:56.8,197.8,200,332.29
24:56.8,197.8,200,333.85
24:56.8,197.8,200,330.05
24:56.8,197.78,200,330.05
24:56.9,197.78,200,330.51
24:56.9,197.79,200,333.62
24:56.9,197.8,200,333.62
24:56.9,197.79,200,332.11
24:57.0,197.8,200,330.64
24:57.0,197.8,200,331.05
24:57.0,197.76,200,330.28
24:57.0,197.78,200,330.28
24:57.0,197.78,200,335.63
24:57.1,197.75,200,333.3
24:57.1,197.75,200,333.3
24:57.1,197.78,200,336.82
24:57.1,197.78,200,336.82
24:57.1,197.76,200,332.29
24:57.2,197.75,200,333.71
24:57.2,197.75,200,336.59
24:57.2,197.78,200,337.05
24:57.2,197.77,200,337.05
24:57.2,197.78,200,332.43
24:57.3,197.77,200,334.58
24:57.3,197.77,200,332.52
24:57.3,197.78,200,334.35
24:57.3,197.78,200,334.35
24:57.4,197.77,200,333.62
24:57.4,197.78,200,333.21
24:57.4,197.76,200,334.49
24:57.4,197.78,200,333.48
24:57.4,197.77,200,336.5
24:57.5,197.76,200,333.48
24:57.5,197.77,200,333.98
24:57.5,197.77,200,336.55
24:57.5,197.76,200,335.08
24:57.5,197.76,200,335.08
24:57.6,197.75,200,336.14
24:57.6,197.75,200,335.54
24:57.6,197.76,200,336.82
24:57.6,197.76,200,336.82
24:57.6,197.76,200,336.69
24:57.7,197.76,200,336.69
24:57.7,197.76,200,336.64
24:57.7,197.77,200,336.23
24:57.7,197.75,200,336.23
24:57.7,197.76,200,334.95
24:57.8,197.76,200,336.78
24:57.8,197.76,200,336.14
24:57.8,197.76,200,335.95
24:57.8,197.76,200,335.95
24:57.8,197.77,200,335.86
24:57.9,197.77,200,335.4
24:57.9,197.77,200,334.67
24:57.9,197.75,200,334.67
24:57.9,197.77,200,333.85
24:58.0,197.77,200,337.28
24:58.0,197.75,200,334.17
24:58.0,197.76,200,334.21
24:58.0,197.76,200,336.82
24:58.0,197.76,200,335.4
24:58.1,197.76,200,335.4
24:58.1,197.79,200,336.18
24:58.1,197.74,200,336.59
24:58.1,197.74,200,331.88
24:58.1,197.75,200,338.29
24:58.2,197.76,200,338.29
24:58.2,197.76,200,337.23
24:58.2,197.77,200,335.45
24:58.2,197.78,200,336.27
24:58.2,197.78,200,334.95
24:58.3,197.77,200,333.48
24:58.3,197.76,200,333.48
24:58.3,197.76,200,334.76
24:58.3,197.75,200,336.23
24:58.3,197.75,200,335.63
24:58.4,197.78,200,337.28
24:58.4,197.77,200,337.28
24:58.4,197.8,200,332.7
24:58.4,197.76,200,334.4
24:58.4,197.79,200,330.28
24:58.5,197.77,200,335.45
24:58.5,197.77,200,332.02
24:58.5,197.78,200,333.98
24:58.5,197.81,200,333.98
24:58.6,197.8,200,332.98
24:58.6,197.8,200,328.72
24:58.6,197.79,200,329.73
24:58.6,197.79,200,330.37
24:58.6,197.79,200,330.96
24:58.7,197.8,200,330.83
24:58.7,197.78,200,330.83
24:58.7,197.78,200,329.91
24:58.7,197.78,200,332.79
24:58.8,197.78,200,332.98
24:58.8,197.78,200,333.25
24:58.8,197.79,200,332.7
24:58.8,197.78,200,332.7
24:58.8,197.78,200,331.74
24:58.9,197.78,200,332.66
24:58.9,197.78,200,332.66
24:58.9,197.78,200,332.34
24:58.9,197.78,200,332.93
24:58.9,197.77,200,333.21
24:59.0,197.76,200,333.21
24:59.0,197.74,200,334.81
24:59.0,197.74,200,336.27
24:59.0,197.74,200,338.84
24:59.0,197.73,200,338.56
24:59.1,197.74,200,338.56
24:59.1,197.74,200,340.07
24:59.1,197.76,200,339.43
24:59.1,197.72,200,339.43
24:59.1,197.74,200,336.09
24:59.2,197.74,200,341.45
24:59.2,197.74,200,338.88
24:59.2,197.75,200,338.88
24:59.2,197.75,200,338.75
24:59.2,197.77,200,336.96
24:59.3,197.76,200,338.01
24:59.3,197.76,200,335.08
24:59.3,197.75,200,335.4
24:59.3,197.74,200,335.4
24:59.4,197.74,200,337.05
24:59.4,197.75,200,338.56
24:59.4,197.75,200,338.61
24:59.4,197.75,200,337.01
24:59.4,197.74,200,337.92
24:59.5,197.76,200,337.92
24:59.5,197.76,200,338.79
24:59.5,197.75,200,335.82
24:59.5,197.75,200,336.46
24:59.5,197.75,200,337.01
24:59.6,197.78,200,337.05
24:59.6,197.76,200,337.05
24:59.6,197.75,200,332.89
24:59.6,197.74,200,336.69
24:59.6,197.75,200,337.46
24:59.7,197.75,200,338.65
24:59.7,197.75,200,337.14
24:59.7,197.74,200,337.14
24:59.7,197.78,200,336.87
24:59.7,197.76,200,338.84
24:59.8,197.76,200,333.21
24:59.8,197.79,200,336.5
24:59.8,197.79,200,336.5
24:59.8,197.78,200,331.65
24:59.8,197.77,200,331.65
24:59.9,197.77,200,332.79
24:59.9,197.77,200,333.98
24:59.9,197.79,200,334.3
24:59.9,197.81,200,334.3
25:00.0,197.8,200,330.96
25:00.0,197.82,200,327.9
25:00.0,197.82,200,330.55
25:00.0,197.84,200,327.16
25:00.0,197.82,200,327.16
25:00.1,197.82,200,324.74
25:00.1,197.82,200,327.39
25:00.1,197.83,200,327.26
25:00.1,197.81,200,327.26
25:00.1,197.82,200,325.56
25:00.2,197.78,200,328.9
25:00.2,197.78,200,327.71
25:00.2,197.81,200,332.29
25:00.2,197.8,200,332.29
25:00.2,197.78,200,329.13
25:00.3,197.8,200,330.23
25:00.3,197.79,200,332.29
25:00.3,197.79,200,329.68
25:00.3,197.8,200,331.42
25:00.4,197.81,200,331.42
25:00.4,197.78,200,330.05
25:00.4,197.78,200,329.09
25:00.4,197.8,200,333.02
25:00.4,197.81,200,333.02
25:00.5,197.78,200,329.82
25:00.5,197.78,200,328.49
25:00.5,197.79,200,332.66
25:00.5,197.79,200,332.66
25:00.5,197.77,200,331.74
25:00.6,197.77,200,332.02
25:00.6,197.79,200,334.26
25:00.6,197.76,200,334.26
25:00.6,197.8,200,332.11
25:00.6,197.79,200,335.31
25:00.7,197.79,200,330.51
25:00.7,197.78,200,330.96
25:00.7,197.8,200,330.96
25:00.7,197.79,200,333.25
25:00.7,197.81,200,329.91
25:00.8,197.81,200,331.19
25:00.8,197.79,200,328.67
25:00.8,197.78,200,328.67
25:00.8,197.79,200,331.74
25:00.8,197.79,200,332.93
25:00.9,197.78,200,331.65
25:00.9,197.79,200,331.65
25:00.9,197.79,200,332.47
25:00.9,197.79,200,331.51
25:00.9,197.8,200,331.51
25:01.0,197.8,200,331.88
25:01.0,197.78,200,330.05
25:01.0,197.79,200,330.05
25:01.0,197.79,200,332.34
25:01.0,197.8,200,332.2
25:01.1,197.78,200,331.33
25:01.1,197.79,200,330.18
25:01.1,197.79,200,332.84
25:01.1,197.77,200,331.24
25:01.1,197.78,200,331.24
25:01.2,197.77,200,334.63
25:01.2,197.75,200,332.79
25:01.2,197.75,200,334.67
25:01.2,197.78,200,337.1
25:01.3,197.8,200,337.1
25:01.3,197.8,200,332.93
25:01.3,197.82,200,330.37
25:01.3,197.82,200,329.32
25:01.3,197.79,200,327.07
25:01.4,197.79,200,327.07
25:01.4,197.81,200,330.78
25:01.4,197.82,200,331.56
25:01.4,197.82,200,328.17
25:01.4,197.82,200,326.98
25:01.5,197.81,200,326.98
25:01.5,197.81,200,326.34
25:01.5,197.83,200,329.04
25:01.5,197.85,200,329.04
25:01.5,197.83,200,326.2
25:01.6,197.84,200,322.95
25:01.6,197.82,200,325.88
25:01.6,197.82,200,323.27
25:01.6,197.83,200,326.89
25:01.6,197.84,200,326.89
25:01.7,197.83,200,326.11
25:01.7,197.83,200,324.55
25:01.7,197.84,200,326.02
25:01.7,197.83,200,326.02
25:01.8,197.84,200,324.14
25:01.8,197.84,200,325.47
25:01.8,197.82,200,324.1
25:01.8,197.83,200,324.1
25:01.8,197.83,200,327.21
25:01.8,197.84,200,325.1
25:01.9,197.84,200,325.1
25:01.9,197.84,200,324.28
25:01.9,197.82,200,323.36
25:01.9,197.82,200,323.78
25:02.0,197.86,200,327.07
25:02.0,197.86,200,327.07
25:02.0,197.86,200,321.21
25:02.0,197.86,200,321.49
25:02.0,197.86,200,321.53
25:02.1,197.85,200,321.53
25:02.1,197.88,200,321.67
25:02.1,197.84,200,323.23
25:02.1,197.83,200,318.37
25:02.1,197.83,200,324.6
25:02.2,197.83,200,325.33
25:02.2,197.87,200,325.33
25:02.2,197.83,200,325.01
25:02.2,197.83,200,319.75
25:02.2,197.83,200,324.97
25:02.3,197.86,200,325.47
25:02.3,197.87,200,325.47
25:02.3,197.83,200,320.89
25:02.3,197.86,200,320.02
25:02.4,197.86,200,325.24
25:02.4,197.86,200,321.53
25:02.4,197.84,200,321.08
25:02.4,197.82,200,321.08
25:02.4,197.83,200,324.19
25:02.5,197.84,200,327.62
25:02.5,197.84,200,325.47
25:02.5,197.84,200,323.64
25:02.5,197.84,200,323.64
25:02.5,197.83,200,324.19
25:02.6,197.84,200,323.59
25:02.6,197.84,200,325.15
25:02.6,197.85,200,324.46
25:02.6,197.85,200,324.46
25:02.6,197.83,200,323
25:02.7,197.83,200,323.09
25:02.7,197.83,200,325.38
25:02.7,197.86,200,325.47
25:02.7,197.83,200,325.47
25:02.7,197.86,200,321.35
25:02.8,197.86,200,326.07
25:02.8,197.86,200,321.53
25:02.8,197.87,200,320.48
25:02.8,197.87,200,320.98
25:02.9,197.86,200,320.11
25:02.9,197.87,200,320.11
25:02.9,197.89,200,320.34
25:02.9,197.89,200,319.66
25:02.9,197.9,200,316.09
25:03.0,197.9,200,316.45
25:03.0,197.92,200,315.03
25:03.0,197.93,200,315.03
25:03.0,197.9,200,312.7
25:03.0,197.92,200,309.77
25:03.1,197.92,200,314.85
25:03.1,197.93,200,311.78
25:03.1,197.93,200,311.78
25:03.1,197.94,200,310.73
25:03.1,197.93,200,310.23
25:03.2,197.92,200,308.99
25:03.2,197.92,200,310.55
25:03.2,197.94,200,311.55
25:03.2,197.92,200,311.55
25:03.2,197.94,200,309.08
25:03.3,197.95,200,312.61
25:03.3,197.95,200,309.04
25:03.3,197.94,200,307.75
25:03.3,197.95,200,307.75
25:03.3,197.94,200,309.04
25:03.4,197.95,200,307.85
25:03.4,197.96,200,309.04
25:03.4,197.94,200,307.62
25:03.4,197.97,200,306.02
25:03.5,197.97,200,309.17
25:03.5,197.94,200,304.09
25:03.5,197.95,200,304.09
25:03.5,197.99,200,308.81
25:03.5,197.99,200,307.53
25:03.6,197.97,200,301.44
25:03.6,197.96,200,301.44
25:03.6,197.96,200,304.37
25:03.6,197.95,200,305.92
25:03.6,197.97,200,305.42
25:03.7,197.98,200,306.98
25:03.7,197.98,200,304.41
25:03.7,197.98,200,303.5
25:03.7,197.98,200,303.5
25:03.7,197.99,200,303.13
25:03.8,197.99,200,302.4
25:03.8,197.97,200,300.98
25:03.8,197.99,200,300.98
25:03.8,197.99,200,303.82
25:03.8,198,200,302.08
25:03.9,197.98,200,301.85
25:03.9,197.98,200,299.84
25:03.9,198,200,303.22
25:03.9,198,200,303.22
25:03.9,198.03,200,300.02
25:04.0,198.01,200,300.25
25:04.0,198.01,200,296.22
25:04.0,198.01,200,298.14
25:04.0,198.04,200,298.23
25:04.1,198.04,200,298.23
25:04.1,198.02,200,293.84
25:04.1,198.03,200,293.43
25:04.1,198.02,200,296.45
25:04.1,198.02,200,295.21
25:04.2,198.03,200,296.36
25:04.2,198.04,200,296.36
25:04.2,198.07,200,295.67
25:04.2,198.03,200,293.29
25:04.2,198.03,200,289.9
25:04.3,198.06,200,294.8
25:04.3,198.06,200,294.8
25:04.3,198.06,200,290.36
25:04.3,198.06,200,291.6
25:04.3,198.05,200,291.6
25:04.4,198.05,200,291.32
25:04.4,198.05,200,292.65
25:04.4,198.05,200,292.42
25:04.4,198.05,200,291.78
25:04.5,198.06,200,292.83
25:04.5,198.06,200,292.83
25:04.5,198.06,200,291.69
25:04.5,198.06,200,290.73
25:04.5,198.04,200,291
25:04.6,198.08,200,291
25:04.6,198.06,200,293.61
25:04.6,198.07,200,288.67
25:04.6,198.07,200,290.82
25:04.6,198.05,200,289.4
25:04.7,198.05,200,290.18
25:04.7,198.06,200,291.78
25:04.7,198.06,200,292.74
25:04.7,198.05,200,291.6
25:04.8,198.04,200,291.6
25:04.8,198.02,200,292.92
25:04.8,198.03,200,294.43
25:04.8,198.03,200,296.72
25:04.8,198.03,200,295.39
25:04.9,198.03,200,295.39
25:04.9,198.03,200,295.99
25:04.9,198.02,200,295.94
25:04.9,198.03,200,295.94
25:04.9,198.01,200,296.36
25:05.0,198.01,200,296.04
25:05.0,198.01,200,298.1
25:05.0,198.02,200,298.1
25:05.0,198.01,200,298.83
25:05.0,198.04,200,296.86
25:05.1,198.04,200,298.28
25:05.1,198.04,200,294.39
25:05.1,198.04,200,294.39
25:05.1,198.05,200,294.25
25:05.1,198.05,200,294.71
25:05.2,198.03,200,293.01
25:05.2,198.03,200,293.01
25:05.2,198.04,200,295.81
25:05.2,198.04,200,295.81
25:05.2,198.04,200,294.2
25:05.3,198.05,200,294.53
25:05.3,198.05,200,294.3
25:05.3,198.05,200,293.24
25:05.3,198.04,200,292.65
25:05.3,198.02,200,292.65
25:05.4,198.03,200,294.3
25:05.4,198.03,200,297
25:05.4,198.01,200,294.94
25:05.4,198.04,200,294.94
25:05.4,198.03,200,297.91
25:05.5,198.04,200,294.39
25:05.5,198.04,200,295.94
25:05.5,198.06,200,293.7
25:05.5,198.04,200,293.7
25:05.5,198.04,200,291.37
25:05.6,198.05,200,294.34
25:05.6,198.05,200,294.34
25:05.6,198.05,200,292.83
25:05.6,198.05,200,292.83
25:05.7,198.05,200,292.74
25:05.7,198.05,200,292.56
25:05.7,198.04,200,292.47
25:05.7,198.04,200,291.78
25:05.7,198.05,200,294.34
25:05.8,198.05,200,294.34
25:05.8,198.06,200,291.82
25:05.8,198.06,200,292.74
25:05.8,198.06,200,291.5
25:05.8,198.06,200,290.68
25:05.9,198.06,200,290.82
25:05.9,198.06,200,290.82
25:05.9,198.06,200,290.31
25:05.9,198.05,200,291.18
25:05.9,198.05,200,291.18
25:06.0,198.06,200,291.92
25:06.0,198.06,200,292.28
25:06.0,198.05,200,291.55
25:06.0,198.05,200,291.55
25:06.0,198.05,200,293.06
25:06.1,198.05,200,293.06
25:06.1,198.04,200,293.01
25:06.1,198.03,200,292.6
25:06.1,198.03,200,293.93
25:06.2,198.02,200,295.53
25:06.2,198.04,200,295.53
25:06.2,198.03,200,296.77
25:06.2,198.03,200,294.2
25:06.3,198.03,200,295.58
25:06.3,198.03,200,294.85
25:06.3,198.02,200,294.85
25:06.3,198.03,200,295.49
25:06.3,198.03,200,296.49
25:06.4,198.04,200,294.75
25:06.4,198.02,200,296.22
25:06.4,198.02,200,294.71
25:06.4,198.03,200,296.95
25:06.4,198.03,200,296.95
25:06.5,198.02,200,295.17
25:06.5,198.02,200,295.21
25:06.5,198.02,200,296.54
25:06.5,198.02,200,296.54
25:06.5,198.03,200,296.36
25:06.6,198.03,200,296.31
25:06.6,198.03,200,295.49
25:06.6,198.03,200,295.72
25:06.6,198.01,200,295.72
25:06.6,198,200,296.13
25:06.7,198.01,200,298.55
25:06.7,198.01,200,299.29
25:06.7,198.01,200,298.28
25:06.7,198,200,298.28
25:06.7,198,200,299.06
25:06.8,198,200,300.48
25:06.8,197.98,200,299.97
25:06.8,197.99,200,299.97
25:06.8,198,200,302.31
25:06.8,197.98,200,301.85
25:06.9,197.98,200,300.25
25:06.9,197.99,200,302.54
25:06.9,197.99,200,302.54
25:06.9,197.98,200,300.8
25:07.0,197.97,200,302.17
25:07.0,197.97,200,302.95
25:07.0,197.97,200,304.55
25:07.0,197.99,200,304.55
25:07.0,197.98,200,303.82
25:07.1,197.98,200,301.85
25:07.1,197.98,200,302.67
25:07.1,197.98,200,302.72
25:07.1,197.97,200,302.72
25:07.1,197.97,200,303.68
25:07.2,197.97,200,304.23
25:07.2,197.98,200,304.05
25:07.2,197.96,200,304.05
25:07.2,197.98,200,303.04
25:07.2,197.98,200,305.42
25:07.3,197.98,200,303.36
25:07.3,197.98,200,302.44
25:07.3,197.98,200,302.76
25:07.3,197.97,200,302.76
25:07.3,197.96,200,303.45
25:07.4,197.96,200,304.32
25:07.4,197.96,200,305.88
25:07.4,197.97,200,305.92
25:07.4,197.98,200,305.92
25:07.4,197.97,200,304.69
25:07.5,197.97,200,303.68
25:07.5,197.97,200,304.64
25:07.5,197.97,200,303.86
25:07.5,197.97,200,303.86
25:07.6,197.98,200,303.77
25:07.6,197.96,200,304.64
25:07.6,197.97,200,302.95
25:07.6,197.97,200,306.11
25:07.6,197.98,200,304.6
25:07.7,197.97,200,304.6
25:07.7,197.98,200,302.9
25:07.7,197.98,200,304.23
25:07.7,197.99,200,302.54
25:07.7,197.98,200,302.54
25:07.8,197.99,200,301.62
25:07.8,197.99,200,303.5
25:07.8,197.98,200,302.22
25:07.8,197.98,200,302.22
25:07.8,197.96,200,302.31
25:07.9,197.96,200,303.63
25:07.9,197.97,200,306.11
25:07.9,197.98,200,306.11
25:07.9,197.97,200,304.82
25:07.9,197.97,200,303.54
25:08.0,197.98,200,304.46
25:08.0,197.97,200,305.1
25:08.0,197.97,200,303.5
25:08.0,197.96,200,304.37
25:08.1,197.96,200,304.37
25:08.1,197.96,200,305.74
25:08.1,197.95,200,306.29
25:08.1,197.95,200,306.06
25:08.1,197.96,200,307.3
25:08.2,197.94,200,307.3
25:08.2,197.95,200,306.61
25:08.2,197.96,200,308.67
25:08.2,197.96,200,307.66
25:08.2,197.96,200,306.06
25:08.3,197.96,200,306.61
25:08.3,197.96,200,306.61
25:08.3,197.94,200,306.61
25:08.3,197.95,200,305.83
25:08.3,197.97,200,308.58
25:08.4,197.97,200,306.84
25:08.4,197.96,200,305.19
25:08.4,197.96,200,305.19
25:08.4,197.97,200,305.79
25:08.4,197.98,200,305.37
25:08.5,197.98,200,304.37
25:08.5,197.97,200,302.31
25:08.5,197.97,200,303.54
25:08.5,197.98,200,304.46
25:08.5,197.97,200,304.46
25:08.6,197.98,200,303.09
25:08.6,197.99,200,304
25:08.6,198.01,200,302.49
25:08.6,197.99,200,302.03
25:08.7,197.99,200,299.01
25:08.7,197.98,200,301.94
25:08.7,198,200,301.94
25:08.7,197.99,200,302.9
25:08.7,197.99,200,300.2
25:08.8,198,200,301.12
25:08.8,198,200,301.21
25:08.8,198,200,300.29
25:08.8,198.01,200,300.29
25:08.8,198.01,200,299.29
25:08.9,198.01,200,299.24
25:08.9,198.01,200,297.82
25:08.9,198.01,200,297.96
25:08.9,198.01,200,297.96
25:08.9,198.01,200,297.82
25:09.0,198.02,200,297.78
25:09.0,198.02,200,298.14
25:09.0,198.02,200,297.36
25:09.0,198.02,200,297.13
25:09.0,198.02,200,297.13
25:09.1,198.02,200,296.26
25:09.1,198.03,200,297.5
25:09.1,198.03,200,296.26
25:09.1,198.01,200,295.81
25:09.2,198.02,200,295.81
25:09.2,198.03,200,299.24
25:09.2,198.02,200,297.18
25:09.2,198.03,200,296.17
25:09.2,198.03,200,296.31
25:09.3,198.05,200,295.07
25:09.3,198.03,200,295.07
25:09.3,198.04,200,292.6
25:09.3,198.04,200,294.75
25:09.3,198.05,200,293.61
25:09.4,198.05,200,293.61
25:09.4,198.04,200,292.51
25:09.4,198.06,200,293.15
25:09.4,198.08,200,293.43
25:09.4,198.05,200,291.18
25:09.5,198.06,200,288.62
25:09.5,198.06,200,292.56
25:09.5,198.07,200,290.45
25:09.5,198.04,200,290.45
25:09.5,198.06,200,288.85
25:09.6,198.07,200,293.33
25:09.6,198.09,200,290.54
25:09.6,198.09,200,289.49
25:09.6,198.09,200,286.61
25:09.6,198.09,200,286.61
25:09.7,198.1,200,287.06
25:09.7,198.1,200,286.83
25:09.7,198.11,200,285.28
25:09.7,198.12,200,285.28
25:09.8,198.13,200,284
25:09.8,198.12,200,281.52
25:09.8,198.12,200,281.07
25:09.8,198.12,200,281.75
25:09.8,198.14,200,281.62
25:09.9,198.14,200,281.62
25:09.9,198.15,200,278.37
25:09.9,198.15,200,278.69
25:09.9,198.15,200,277.59
25:09.9,198.15,200,277.95
25:10.0,198.15,200,277.18
25:10.0,198.15,200,277.08
25:10.0,198.17,200,277.18
25:10.0,198.16,200,277.18
25:10.0,198.15,200,274.11
25:10.1,198.15,200,275.89
25:10.1,198.19,200,276.81
25:10.1,198.16,200,276.81
25:10.1,198.16,200,272.09
25:10.1,198.16,200,275.57
25:10.2,198.18,200,275.34
25:10.2,198.18,200,275.25
25:10.2,198.18,200,272.37
25:10.2,198.19,200,272.37
25:10.2,198.19,200,273.47
25:10.3,198.19,200,272
25:10.3,198.19,200,272.09
25:10.3,198.19,200,272.09
25:10.3,198.19,200,272.09
25:10.3,198.19,200,272.09
25:10.4,198.19,200,272.09
25:10.4,198.18,200,272.09
25:10.4,198.18,200,272.09
25:10.4,198.17,200,273.42
25:10.5,198.15,200,272.78
25:10.5,198.15,200,274.61
25:10.5,198.15,200,276.95
25:10.5,198.14,200,276.95
25:10.5,198.14,200,278.14
25:10.6,198.14,200,279.28
25:10.6,198.14,200,279.28
25:10.6,198.14,200,278.37
25:10.6,198.14,200,279.46
25:10.6,198.12,200,278.64
25:10.7,198.14,200,278.64
25:10.7,198.14,200,282.17
25:10.7,198.14,200,279.42
25:10.7,198.14,200,278.78
25:10.8,198.14,200,279.69
25:10.8,198.14,200,278.73
25:10.8,198.12,200,279.46
25:10.8,198.14,200,279.46
25:10.8,198.12,200,281.25
25:10.9,198.14,200,279.42
25:10.9,198.14,200,281.3
25:10.9,198.14,200,279.33
25:10.9,198.13,200,279.1
25:10.9,198.12,200,279.1
25:11.0,198.12,200,280.61
25:11.0,198.12,200,282.26
25:11.0,198.12,200,282.71
25:11.0,198.13,200,281.52
25:11.1,198.11,200,281.52
25:11.1,198.13,200,281.2
25:11.1,198.12,200,283.72
25:11.1,198.1,200,281.02
25:11.1,198.09,200,281.34
25:11.2,198.1,200,284.91
25:11.2,198.1,200,286.33
25:11.2,198.08,200,284.73
25:11.2,198.08,200,284.73
25:11.2,198.08,200,288.16
25:11.3,198.08,200,287.57
25:11.3,198.09,200,287.7
25:11.3,198.09,200,287.61
25:11.3,198.09,200,285.83
25:11.4,198.07,200,285.83
25:11.4,198.07,200,286.7
25:11.4,198.07,200,289.63
25:11.4,198.08,200,288.99
25:11.4,198.08,200,289.03
25:11.5,198.06,200,287.8
25:11.5,198.06,200,288.21
25:11.5,198.04,200,291.14
25:11.5,198.05,200,291.6
25:11.6,198.06,200,293.33
25:11.6,198.05,200,292.47
25:11.6,198.05,200,291.5
25:11.6,198.06,200,292.19
25:11.7,198.06,200,293.06
25:11.7,198.04,200,291.14
25:11.7,198.03,200,291.14
25:11.7,198.05,200,293.56
25:11.7,198.04,200,294.85
25:11.8,198.03,200,292.42
25:11.8,198.04,200,293.84
25:11.8,198.04,200,295.21
25:11.8,198.03,200,294.02
25:11.8,198.02,200,294.02
25:11.9,198,200,295.17
25:11.9,198.02,200,297.45
25:11.9,198.02,200,299.38
25:11.9,198.01,200,296.91
25:11.9,198.02,200,296.91
25:12.0,198,200,298.05
25:12.0,198.01,200,297.41
25:12.0,198.02,200,299.88
25:12.0,198,200,298.46
25:12.1,198.02,200,296.31
25:12.1,198.02,200,299.88
25:12.1,198,200,297.68
25:12.1,198,200,297.68
25:12.1,198,200,299.93
25:12.2,198,200,299.93
25:12.2,198.02,200,299.84
25:12.2,198,200,300.06
25:12.2,197.99,200,297
25:12.3,198,200,300.52
25:12.3,198,200,301.9
25:12.3,198,200,299.51
25:12.3,197.97,200,300.29
25:12.3,197.98,200,300.29
25:12.4,197.98,200,303.91
25:12.4,197.98,200,302.81
25:12.4,197.96,200,303.63
25:12.4,197.96,200,303.13
25:12.5,197.96,200,306.15
25:12.5,197.93,200,306.15
25:12.5,197.93,200,306.56
25:12.5,197.92,200,310.32
25:12.5,197.92,200,310.32
25:12.6,197.93,200,312.24
25:12.6,197.93,200,312.24
25:12.6,197.93,200,310.32
25:12.6,197.92,200,310.46
25:12.6,197.93,200,310.13
25:12.7,197.93,200,312.7
25:12.7,197.9,200,309.77
25:12.7,197.89,200,311.1
25:12.7,197.89,200,315.31
25:12.8,197.89,200,315.9
25:12.8,197.9,200,316.45
25:12.8,197.9,200,316.45
25:12.8,197.92,200,314.85
25:12.8,197.89,200,315.03
25:12.9,197.91,200,312.61
25:12.9,197.91,200,315.81
25:12.9,197.91,200,313.75
25:12.9,197.89,200,313.75
25:12.9,197.9,200,312.88
25:13.0,197.88,200,315.9
25:13.0,197.9,200,314.67
25:13.0,197.92,200,317.46
25:13.0,197.9,200,315.17
25:13.1,197.89,200,312.15
25:13.1,197.89,200,315.03
25:13.1,197.88,200,315.95
25:13.1,197.89,200,315.95
25:13.1,197.89,200,318.47
25:13.2,197.89,200,316.45
25:13.2,197.87,200,316.91
25:13.2,197.86,200,316.91
25:13.2,197.88,200,319.93
25:13.2,197.87,200,320.8
25:13.3,197.87,200,318.15
25:13.3,197.87,200,320.16
25:13.3,197.85,200,318.92
25:13.3,197.88,200,318.92
25:13.4,197.86,200,322.08
25:13.4,197.85,200,317.78
25:13.4,197.89,200,320.66
25:13.4,197.87,200,321.95
25:13.5,197.88,200,316.5
25:13.5,197.84,200,319.61
25:13.5,197.85,200,317.46
25:13.5,197.87,200,323.73
25:13.5,197.85,200,323.18
25:13.6,197.85,200,319.93
25:13.6,197.83,200,322.59
25:13.6,197.83,200,322.95
25:13.6,197.86,200,325.01
25:13.6,197.84,200,325.01
25:13.7,197.83,200,321.17
25:13.7,197.83,200,323.59
25:13.7,197.85,200,325.38
25:13.7,197.81,200,325.38
25:13.8,197.85,200,322.77
25:13.8,197.82,200,328.12
25:13.8,197.83,200,322.49
25:13.8,197.84,200,327.58
25:13.8,197.82,200,325.56
25:13.9,197.83,200,323.64
25:13.9,197.83,200,326.61
25:13.9,197.84,200,325.01
25:13.9,197.84,200,325.01
25:13.9,197.83,200,323.96
25:14.0,197.85,200,324.14
