Time (abs), P1 (atm), SetP1 (atm), Rate (Hz) 
21:56.0,159.54,200,1000
21:56.0,159.54,200,1000
21:56.0,159.54,200,1000
21:56.0,159.55,200,1000
21:56.1,159.56,200,1000
21:56.1,159.55,200,1000
21:56.1,159.55,200,1000
21:56.1,159.55,200,1000
21:56.1,159.55,200,1000
21:56.2,159.57,200,1000
21:56.2,159.61,200,1000
21:56.2,159.61,200,1000
21:56.2,159.61,200,1000
21:56.2,159.6,200,1000
21:56.3,159.63,200,1000
21:56.3,159.62,200,1000
21:56.3,159.64,200,1000
21:56.3,159.63,200,1000
21:56.4,159.65,200,1000
21:56.4,159.65,200,1000
21:56.4,159.66,200,1000
21:56.4,159.66,200,1000
21:56.4,159.69,200,1000
21:56.5,159.69,200,1000
21:56.5,159.68,200,1000
21:56.5,159.69,200,1000
21:56.5,159.69,200,1000
21:56.5,159.68,200,1000
21:56.6,159.68,200,1000
21:56.6,159.69,200,1000
21:56.6,159.7,200,1000
21:56.6,159.72,200,1000
21:56.6,159.73,200,1000
21:56.7,159.69,200,1000
21:56.7,159.69,200,1000
21:56.7,159.71,200,1000
21:56.7,159.71,200,1000
21:56.7,159.73,200,1000
21:56.8,159.76,200,1000
21:56.8,159.76,200,1000
21:56.8,159.78,200,1000
21:56.8,159.79,200,1000
21:56.8,159.79,200,1000
21:56.9,159.81,200,1000
21:56.9,159.8,200,1000
21:56.9,159.8,200,1000
21:56.9,159.79,200,1000
21:56.9,159.83,200,1000
21:57.0,159.84,200,1000
21:57.0,159.85,200,1000
21:57.0,159.86,200,1000
21:57.0,159.86,200,1000
21:57.1,159.85,200,1000
21:57.1,159.85,200,1000
21:57.1,159.87,200,1000
21:57.1,159.89,200,1000
21:57.1,159.89,200,1000
21:57.2,159.9,200,1000
21:57.2,159.92,200,1000
21:57.2,159.91,200,1000
21:57.2,159.94,200,1000
21:57.2,159.95,200,1000
21:57.3,159.95,200,1000
21:57.3,159.95,200,1000
21:57.3,159.93,200,1000
21:57.3,159.95,200,1000
21:57.3,159.97,200,1000
21:57.4,159.95,200,1000
21:57.4,159.95,200,1000
21:57.4,159.96,200,1000
21:57.4,159.96,200,1000
21:57.4,160.02,200,1000
21:57.5,160.02,200,1000
21:57.5,160.02,200,1000
21:57.5,160.02,200,1000
21:57.5,160.03,200,1000
21:57.5,160.03,200,1000
21:57.6,160.04,200,1000
21:57.6,160.04,200,1000
21:57.6,160.07,200,1000
21:57.6,160.06,200,1000
21:57.6,160.06,200,1000
21:57.7,160.09,200,1000
21:57.7,160.08,200,1000
21:57.7,160.08,200,1000
21:57.7,160.09,200,1000
21:57.7,160.08,200,1000
21:57.8,160.12,200,1000
21:57.8,160.12,200,1000
21:57.8,160.11,200,1000
21:57.8,160.11,200,1000
21:57.8,160.13,200,1000
21:57.9,160.12,200,1000
21:57.9,160.12,200,1000
21:57.9,160.12,200,1000
21:57.9,160.12,200,1000
21:57.9,160.16,200,1000
21:58.0,160.15,200,1000
21:58.0,160.16,200,1000
21:58.0,160.19,200,1000
21:58.0,160.19,200,1000
21:58.0,160.17,200,1000
21:58.1,160.2,200,1000
21:58.1,160.21,200,1000
21:58.1,160.21,200,1000
21:58.1,160.19,200,1000
21:58.2,160.2,200,1000
21:58.2,160.23,200,1000
21:58.2,160.26,200,1000
21:58.2,160.26,200,1000
21:58.2,160.27,200,1000
21:58.3,160.27,200,1000
21:58.3,160.24,200,1000
21:58.3,160.26,200,1000
21:58.3,160.27,200,1000
21:58.3,160.27,200,1000
21:58.4,160.27,200,1000
21:58.4,160.27,200,1000
21:58.4,160.31,200,1000
21:58.4,160.29,200,1000
21:58.4,160.32,200,1000
21:58.5,160.3,200,1000
21:58.5,160.33,200,1000
21:58.5,160.34,200,1000
21:58.5,160.34,200,1000
21:58.5,160.34,200,1000
21:58.6,160.34,200,1000
21:58.6,160.35,200,1000
21:58.6,160.37,200,1000
21:58.6,160.37,200,1000
21:58.6,160.37,200,1000
21:58.7,160.35,200,1000
21:58.7,160.37,200,1000
21:58.7,160.4,200,1000
21:58.7,160.38,200,1000
21:58.7,160.4,200,1000
21:58.8,160.4,200,1000
21:58.8,160.42,200,1000
21:58.8,160.41,200,1000
21:58.8,160.42,200,1000
21:58.8,160.45,200,1000
21:58.9,160.47,200,1000
21:58.9,160.47,200,1000
21:58.9,160.46,200,1000
21:58.9,160.48,200,1000
21:59.0,160.46,200,1000
21:59.0,160.46,200,1000
21:59.0,160.47,200,1000
21:59.0,160.49,200,1000
21:59.0,160.49,200,1000
21:59.1,160.49,200,1000
21:59.1,160.51,200,1000
21:59.1,160.51,200,1000
21:59.1,160.51,200,1000
21:59.1,160.48,200,1000
21:59.2,160.49,200,1000
21:59.2,160.49,200,1000
21:59.2,160.5,200,1000
21:59.2,160.52,200,1000
21:59.2,160.53,200,1000
21:59.3,160.53,200,1000
21:59.3,160.51,200,1000
21:59.3,160.51,200,1000
21:59.3,160.53,200,1000
21:59.3,160.56,200,1000
21:59.4,160.56,200,1000
21:59.4,160.55,200,1000
21:59.4,160.54,200,1000
21:59.4,160.54,200,1000
21:59.4,160.54,200,1000
21:59.5,160.55,200,1000
21:59.5,160.55,200,1000
21:59.5,160.58,200,1000
21:59.5,160.6,200,1000
21:59.5,160.58,200,1000
21:59.6,160.57,200,1000
21:59.6,160.6,200,1000
21:59.6,160.57,200,1000
21:59.6,160.57,200,1000
21:59.6,160.6,200,1000
21:59.7,160.63,200,1000
21:59.7,160.62,200,1000
21:59.7,160.64,200,1000
21:59.7,160.64,200,1000
21:59.8,160.63,200,1000
21:59.8,160.64,200,1000
21:59.8,160.68,200,1000
21:59.8,160.68,200,1000
21:59.8,160.66,200,1000
21:59.9,160.66,200,1000
21:59.9,160.71,200,1000
21:59.9,160.71,200,1000
21:59.9,160.7,200,1000
21:59.9,160.7,200,1000
22:00.0,160.72,200,1000
22:00.0,160.69,200,1000
22:00.0,160.75,200,1000
22:00.0,160.75,200,1000
22:00.0,160.77,200,1000
22:00.1,160.77,200,1000
22:00.1,160.76,200,1000
22:00.1,160.77,200,1000
22:00.1,160.76,200,1000
22:00.1,160.73,200,1000
22:00.2,160.8,200,1000
22:00.2,160.8,200,1000
22:00.2,160.75,200,1000
22:00.2,160.79,200,1000
22:00.2,160.77,200,1000
22:00.3,160.83,200,1000
22:00.3,160.83,200,1000
22:00.3,160.79,200,1000
22:00.3,160.82,200,1000
22:00.3,160.82,200,1000
22:00.4,160.87,200,1000
22:00.4,160.85,200,1000
22:00.4,160.86,200,1000
22:00.4,160.86,200,1000
22:00.4,160.87,200,1000
22:00.5,160.91,200,1000
22:00.5,160.89,200,1000
22:00.5,160.89,200,1000
22:00.5,160.89,200,1000
22:00.6,160.91,200,1000
22:00.6,160.89,200,1000
22:00.6,160.92,200,1000
22:00.6,160.94,200,1000
22:00.6,160.95,200,1000
22:00.7,160.94,200,1000
22:00.7,160.94,200,1000
22:00.7,160.91,200,1000
22:00.7,160.92,200,1000
22:00.7,160.91,200,1000
22:00.8,160.96,200,1000
22:00.8,160.96,200,1000
22:00.8,160.94,200,1000
22:00.8,160.96,200,1000
22:00.8,160.98,200,1000
22:00.9,160.95,200,1000
22:00.9,160.95,200,1000
22:00.9,160.99,200,1000
22:00.9,160.97,200,1000
22:00.9,161.01,200,1000
22:01.0,161.01,200,1000
22:01.0,161.01,200,1000
22:01.0,161.01,200,1000
22:01.0,161.02,200,1000
22:01.0,161.01,200,1000
22:01.1,161.05,200,1000
22:01.1,161.06,200,1000
22:01.1,161.06,200,1000
22:01.1,161.04,200,1000
22:01.1,161.06,200,1000
22:01.2,161.07,200,1000
22:01.2,161.09,200,1000
22:01.2,161.09,200,1000
22:01.2,161.1,200,1000
22:01.2,161.12,200,1000
22:01.3,161.11,200,1000
22:01.3,161.15,200,1000
22:01.3,161.08,200,1000
22:01.3,161.11,200,1000
22:01.3,161.11,200,1000
22:01.4,161.11,200,1000
22:01.4,161.11,200,1000
22:01.4,161.15,200,1000
22:01.4,161.15,200,1000
22:01.4,161.14,200,1000
22:01.5,161.18,200,1000
22:01.5,161.17,200,1000
22:01.5,161.17,200,1000
22:01.5,161.17,200,1000
22:01.5,161.12,200,1000
22:01.6,161.16,200,1000
22:01.6,161.17,200,1000
22:01.6,161.17,200,1000
22:01.6,161.19,200,1000
22:01.7,161.19,200,1000
22:01.7,161.22,200,1000
22:01.7,161.23,200,1000
22:01.7,161.23,200,1000
22:01.7,161.23,200,1000
22:01.8,161.22,200,1000
22:01.8,161.21,200,1000
22:01.8,161.24,200,1000
22:01.8,161.27,200,1000
22:01.8,161.27,200,1000
22:01.9,161.29,200,1000
22:01.9,161.26,200,1000
22:01.9,161.27,200,1000
22:01.9,161.3,200,1000
22:01.9,161.31,200,1000
22:02.0,161.31,200,1000
22:02.0,161.3,200,1000
22:02.0,161.31,200,1000
22:02.0,161.33,200,1000
22:02.0,161.33,200,1000
22:02.1,161.34,200,1000
22:02.1,161.34,200,1000
22:02.1,161.36,200,1000
22:02.1,161.36,200,1000
22:02.1,161.36,200,1000
22:02.2,161.35,200,1000
22:02.2,161.36,200,1000
22:02.2,161.39,200,1000
22:02.2,161.39,200,1000
22:02.2,161.41,200,1000
22:02.3,161.41,200,1000
22:02.3,161.42,200,1000
22:02.3,161.41,200,1000
22:02.3,161.41,200,1000
22:02.3,161.4,200,1000
22:02.4,161.43,200,1000
22:02.4,161.41,200,1000
22:02.4,161.43,200,1000
22:02.4,161.46,200,1000
22:02.4,161.46,200,1000
22:02.5,161.46,200,1000
22:02.5,161.47,200,1000
22:02.5,161.47,200,1000
22:02.5,161.47,200,1000
22:02.6,161.48,200,1000
22:02.6,161.51,200,1000
22:02.6,161.49,200,1000
22:02.6,161.52,200,1000
22:02.6,161.5,200,1000
22:02.7,161.5,200,1000
22:02.7,161.51,200,1000
22:02.7,161.51,200,1000
22:02.7,161.5,200,1000
22:02.7,161.5,200,1000
22:02.8,161.5,200,1000
22:02.8,161.5,200,1000
22:02.8,161.53,200,1000
22:02.8,161.54,200,1000
22:02.8,161.55,200,1000
22:02.9,161.54,200,1000
22:02.9,161.54,200,1000
22:02.9,161.59,200,1000
22:02.9,161.58,200,1000
22:02.9,161.55,200,1000
22:03.0,161.57,200,1000
22:03.0,161.57,200,1000
22:03.0,161.59,200,1000
22:03.0,161.6,200,1000
22:03.0,161.6,200,1000
22:03.1,161.65,200,1000
22:03.1,161.65,200,1000
22:03.1,161.66,200,1000
22:03.1,161.67,200,1000
22:03.1,161.66,200,1000
22:03.2,161.66,200,1000
22:03.2,161.66,200,1000
22:03.2,161.67,200,1000
22:03.2,161.67,200,1000
22:03.2,161.7,200,1000
22:03.3,161.71,200,1000
22:03.3,161.71,200,1000
22:03.3,161.68,200,1000
22:03.3,161.72,200,1000
22:03.3,161.73,200,1000
22:03.4,161.71,200,1000
22:03.4,161.72,200,1000
22:03.4,161.75,200,1000
22:03.4,161.75,200,1000
22:03.4,161.75,200,1000
22:03.5,161.73,200,1000
22:03.5,161.77,200,1000
22:03.5,161.79,200,1000
22:03.5,161.78,200,1000
22:03.5,161.78,200,1000
22:03.6,161.79,200,1000
22:03.6,161.78,200,1000
22:03.6,161.83,200,1000
22:03.6,161.81,200,1000
22:03.7,161.8,200,1000
22:03.7,161.8,200,1000
22:03.7,161.8,200,1000
22:03.7,161.8,200,1000
22:03.7,161.8,200,1000
22:03.8,161.82,200,1000
22:03.8,161.85,200,1000
22:03.8,161.85,200,1000
22:03.8,161.83,200,1000
22:03.8,161.87,200,1000
22:03.9,161.87,200,1000
22:03.9,161.89,200,1000
22:03.9,161.89,200,1000
22:03.9,161.88,200,1000
22:03.9,161.9,200,1000
22:04.0,161.92,200,1000
22:04.0,161.92,200,1000
22:04.0,161.89,200,1000
22:04.0,161.9,200,1000
22:04.0,161.93,200,1000
22:04.1,161.92,200,1000
22:04.1,161.93,200,1000
22:04.1,161.93,200,1000
22:04.1,161.94,200,1000
22:04.1,161.93,200,1000
22:04.2,161.94,200,1000
22:04.2,161.99,200,1000
22:04.2,161.99,200,1000
22:04.2,161.97,200,1000
22:04.2,162,200,1000
22:04.3,161.99,200,1000
22:04.3,161.98,200,1000
22:04.3,162,200,1000
22:04.3,162,200,1000
22:04.3,162,200,1000
22:04.4,162,200,1000
22:04.4,162.01,200,1000
22:04.4,162.01,200,1000
22:04.4,162.02,200,1000
22:04.4,162.07,200,1000
22:04.5,162.08,200,1000
22:04.5,162.06,200,1000
22:04.5,162.06,200,1000
22:04.5,162.06,200,1000
22:04.5,162.07,200,1000
22:04.6,162.07,200,1000
22:04.6,162.1,200,1000
22:04.6,162.1,200,1000
22:04.6,162.09,200,1000
22:04.6,162.1,200,1000
22:04.7,162.12,200,1000
22:04.7,162.09,200,1000
22:04.7,162.12,200,1000
22:04.7,162.14,200,1000
22:04.8,162.14,200,1000
22:04.8,162.15,200,1000
22:04.8,162.17,200,1000
22:04.8,162.13,200,1000
22:04.8,162.15,200,1000
22:04.9,162.15,200,1000
22:04.9,162.17,200,1000
22:04.9,162.14,200,1000
22:04.9,162.15,200,1000
22:04.9,162.15,200,1000
22:05.0,162.16,200,1000
22:05.0,162.16,200,1000
22:05.0,162.14,200,1000
22:05.0,162.14,200,1000
22:05.0,162.17,200,1000
22:05.1,162.16,200,1000
22:05.1,162.16,200,1000
22:05.1,162.16,200,1000
22:05.1,162.15,200,1000
22:05.1,162.18,200,1000
22:05.2,162.19,200,1000
22:05.2,162.19,200,1000
22:05.2,162.17,200,1000
22:05.2,162.17,200,1000
22:05.2,162.16,200,1000
22:05.3,162.19,200,1000
22:05.3,162.19,200,1000
22:05.3,162.15,200,1000
22:05.3,162.17,200,1000
22:05.4,162.21,200,1000
22:05.4,162.2,200,1000
22:05.4,162.24,200,1000
22:05.4,162.23,200,1000
22:05.4,162.2,200,1000
22:05.5,162.19,200,1000
22:05.5,162.19,200,1000
22:05.5,162.21,200,1000
22:05.5,162.21,200,1000
22:05.5,162.2,200,1000
22:05.6,162.2,200,1000
22:05.6,162.21,200,1000
22:05.6,162.23,200,1000
22:05.6,162.22,200,1000
22:05.6,162.23,200,1000
22:05.7,162.22,200,1000
22:05.7,162.24,200,1000
22:05.7,162.24,200,1000
22:05.7,162.24,200,1000
22:05.7,162.24,200,1000
22:05.8,162.22,200,1000
22:05.8,162.26,200,1000
22:05.8,162.26,200,1000
22:05.8,162.21,200,1000
22:05.8,162.27,200,1000
22:05.9,162.25,200,1000
22:05.9,162.25,200,1000
22:05.9,162.25,200,1000
22:05.9,162.24,200,1000
22:05.9,162.27,200,1000
22:06.0,162.27,200,1000
22:06.0,162.25,200,1000
22:06.0,162.25,200,1000
22:06.0,162.27,200,1000
22:06.0,162.27,200,1000
22:06.1,162.29,200,1000
22:06.1,162.22,200,1000
22:06.1,162.22,200,1000
22:06.1,162.27,200,1000
22:06.2,162.25,200,1000
22:06.2,162.26,200,1000
22:06.2,162.27,200,1000
22:06.2,162.29,200,1000
22:06.2,162.29,200,1000
22:06.3,162.27,200,1000
22:06.3,162.3,200,1000
22:06.3,162.28,200,1000
22:06.3,162.28,200,1000
22:06.3,162.27,200,1000
22:06.4,162.28,200,1000
22:06.4,162.29,200,1000
22:06.4,162.3,200,1000
22:06.4,162.31,200,1000
22:06.4,162.31,200,1000
22:06.5,162.33,200,1000
22:06.5,162.28,200,1000
22:06.5,162.32,200,1000
22:06.5,162.28,200,1000
22:06.5,162.28,200,1000
22:06.6,162.31,200,1000
22:06.6,162.31,200,1000
22:06.6,162.28,200,1000
22:06.6,162.3,200,1000
22:06.6,162.31,200,1000
22:06.7,162.31,200,1000
22:06.7,162.29,200,1000
22:06.7,162.29,200,1000
22:06.7,162.29,200,1000
22:06.7,162.29,200,1000
22:06.8,162.3,200,1000
22:06.8,162.36,200,1000
22:06.8,162.34,200,1000
22:06.8,162.34,200,1000
22:06.9,162.32,200,1000
22:06.9,162.37,200,1000
22:06.9,162.35,200,1000
22:06.9,162.33,200,1000
22:06.9,162.37,200,1000
22:07.0,162.37,200,1000
22:07.0,162.37,200,1000
22:07.0,162.36,200,1000
22:07.0,162.39,200,1000
22:07.0,162.35,200,1000
22:07.1,162.35,200,1000
22:07.1,162.37,200,1000
22:07.1,162.36,200,1000
22:07.1,162.36,200,1000
22:07.1,162.38,200,1000
22:07.2,162.38,200,1000
22:07.2,162.37,200,1000
22:07.2,162.35,200,1000
22:07.2,162.39,200,1000
22:07.2,162.39,200,1000
22:07.3,162.39,200,1000
22:07.3,162.38,200,1000
22:07.3,162.4,200,1000
22:07.3,162.39,200,1000
22:07.3,162.37,200,1000
22:07.4,162.38,200,1000
22:07.4,162.4,200,1000
22:07.4,162.4,200,1000
22:07.4,162.4,200,1000
22:07.4,162.4,200,1000
22:07.5,162.4,200,1000
22:07.5,162.4,200,1000
22:07.5,162.42,200,1000
22:07.5,162.42,200,1000
22:07.5,162.41,200,1000
22:07.6,162.42,200,1000
22:07.6,162.42,200,1000
22:07.6,162.42,200,1000
22:07.6,162.43,200,1000
22:07.6,162.43,200,1000
22:07.7,162.46,200,1000
22:07.7,162.41,200,1000
22:07.7,162.45,200,1000
22:07.7,162.45,200,1000
22:07.8,162.46,200,1000
22:07.8,162.47,200,1000
22:07.8,162.44,200,1000
22:07.8,162.42,200,1000
22:07.8,162.45,200,1000
22:07.9,162.48,200,1000
22:07.9,162.48,200,1000
22:07.9,162.48,200,1000
22:07.9,162.48,200,1000
22:07.9,162.47,200,1000
22:07.9,162.46,200,1000
22:08.0,162.47,200,1000
22:08.0,162.49,200,1000
22:08.0,162.5,200,1000
22:08.0,162.5,200,1000
22:08.1,162.5,200,1000
22:08.1,162.5,200,1000
22:08.1,162.54,200,1000
22:08.1,162.52,200,1000
22:08.1,162.5,200,1000
22:08.2,162.5,200,1000
22:08.2,162.55,200,1000
22:08.2,162.57,200,1000
22:08.2,162.55,200,1000
22:08.2,162.57,200,1000
22:08.3,162.57,200,1000
22:08.3,162.58,200,1000
22:08.3,162.57,200,1000
22:08.3,162.57,200,1000
22:08.3,162.61,200,1000
22:08.4,162.57,200,1000
22:08.4,162.57,200,1000
22:08.4,162.6,200,1000
22:08.4,162.57,200,1000
22:08.4,162.61,200,1000
22:08.5,162.61,200,1000
22:08.5,162.61,200,1000
22:08.5,162.58,200,1000
22:08.5,162.59,200,1000
22:08.5,162.62,200,1000
22:08.6,162.6,200,1000
22:08.6,162.6,200,1000
22:08.6,162.58,200,1000
22:08.6,162.61,200,1000
22:08.6,162.62,200,1000
22:08.7,162.64,200,1000
22:08.7,162.64,200,1000
22:08.7,162.57,200,1000
22:08.7,162.6,200,1000
22:08.7,162.6,200,1000
22:08.8,162.65,200,1000
22:08.8,162.63,200,1000
22:08.8,162.63,200,1000
22:08.8,162.64,200,1000
22:08.9,162.64,200,1000
22:08.9,162.65,200,1000
22:08.9,162.65,200,1000
22:08.9,162.65,200,1000
22:08.9,162.65,200,1000
22:09.0,162.67,200,1000
22:09.0,162.66,200,1000
22:09.0,162.63,200,1000
22:09.0,162.63,200,1000
22:09.0,162.65,200,1000
22:09.1,162.63,200,1000
22:09.1,162.63,200,1000
22:09.1,162.63,200,1000
22:09.1,162.65,200,1000
22:09.1,162.66,200,1000
22:09.2,162.67,200,1000
22:09.2,162.67,200,1000
22:09.2,162.65,200,1000
22:09.2,162.67,200,1000
22:09.2,162.67,200,1000
22:09.3,162.67,200,1000
22:09.3,162.67,200,1000
22:09.3,162.64,200,1000
22:09.3,162.67,200,1000
22:09.3,162.66,200,1000
22:09.4,162.67,200,1000
22:09.4,162.67,200,1000
22:09.4,162.71,200,1000
22:09.4,162.71,200,1000
22:09.4,162.69,200,1000
22:09.5,162.69,200,1000
22:09.5,162.69,200,1000
22:09.5,162.71,200,1000
22:09.5,162.73,200,1000
22:09.5,162.74,200,1000
22:09.6,162.71,200,1000
22:09.6,162.71,200,1000
22:09.6,162.73,200,1000
22:09.6,162.72,200,1000
22:09.6,162.72,200,1000
22:09.7,162.73,200,1000
22:09.7,162.73,200,1000
22:09.7,162.75,200,1000
22:09.7,162.75,200,1000
22:09.7,162.77,200,1000
22:09.8,162.77,200,1000
22:09.8,162.77,200,1000
22:09.8,162.77,200,1000
22:09.8,162.75,200,1000
22:09.9,162.78,200,1000
22:09.9,162.78,200,1000
22:09.9,162.78,200,1000
22:09.9,162.78,200,1000
22:09.9,162.8,200,1000
22:10.0,162.79,200,1000
22:10.0,162.8,200,1000
22:10.0,162.8,200,1000
22:10.0,162.8,200,1000
22:10.0,162.82,200,1000
22:10.1,162.82,200,1000
22:10.1,162.84,200,1000
22:10.1,162.85,200,1000
22:10.1,162.85,200,1000
22:10.1,162.84,200,1000
22:10.2,162.83,200,1000
22:10.2,162.87,200,1000
22:10.2,162.86,200,1000
22:10.2,162.88,200,1000
22:10.2,162.86,200,1000
22:10.3,162.86,200,1000
22:10.3,162.86,200,1000
22:10.3,162.87,200,1000
22:10.3,162.87,200,1000
22:10.3,162.87,200,1000
22:10.4,162.88,200,1000
22:10.4,162.9,200,1000
22:10.4,162.89,200,1000
22:10.4,162.91,200,1000
22:10.4,162.87,200,1000
22:10.5,162.89,200,1000
22:10.5,162.89,200,1000
22:10.5,162.91,200,1000
22:10.5,162.92,200,1000
22:10.5,162.89,200,1000
22:10.6,162.91,200,1000
22:10.6,162.89,200,1000
22:10.6,162.91,200,1000
22:10.6,162.91,200,1000
22:10.6,162.91,200,1000
22:10.7,162.92,200,1000
22:10.7,162.93,200,1000
22:10.7,162.93,200,1000
22:10.7,162.92,200,1000
22:10.8,162.93,200,1000
22:10.8,162.91,200,1000
22:10.8,162.93,200,1000
22:10.8,162.95,200,1000
22:10.8,162.92,200,1000
22:10.9,162.93,200,1000
22:10.9,162.93,200,1000
22:10.9,162.93,200,1000
22:10.9,162.93,200,1000
22:10.9,162.93,200,1000
22:11.0,162.94,200,1000
22:11.0,162.93,200,1000
22:11.0,162.94,200,1000
22:11.0,162.96,200,1000
22:11.0,162.96,200,1000
22:11.1,162.95,200,1000
22:11.1,162.96,200,1000
22:11.1,162.97,200,1000
22:11.1,162.97,200,1000
22:11.1,162.99,200,1000
22:11.2,162.98,200,1000
22:11.2,162.98,200,1000
22:11.2,162.98,200,1000
22:11.2,162.98,200,1000
22:11.2,163.01,200,1000
22:11.3,162.99,200,1000
22:11.3,162.99,200,1000
22:11.3,162.98,200,1000
22:11.3,162.99,200,1000
22:11.3,162.97,200,1000
22:11.4,162.97,200,1000
22:11.4,163.02,200,1000
22:11.4,163,200,1000
22:11.4,163.01,200,1000
22:11.4,163,200,1000
22:11.5,163.02,200,1000
22:11.5,163.02,200,1000
22:11.5,163.02,200,1000
22:11.5,163.02,200,1000
22:11.5,163.01,200,1000
22:11.6,163.03,200,1000
22:11.6,163.03,200,1000
22:11.6,163.03,200,1000
22:11.6,163.03,200,1000
22:11.7,163.05,200,1000
22:11.7,163.05,200,1000
22:11.7,163.04,200,1000
22:11.7,163.04,200,1000
22:11.8,163.05,200,1000
22:11.8,163.05,200,1000
22:11.8,163.07,200,1000
22:11.8,163.06,200,1000
22:11.8,163.06,200,1000
22:11.9,163.06,200,1000
22:11.9,163.06,200,1000
22:11.9,163.07,200,1000
22:11.9,163.09,200,1000
22:11.9,163.09,200,1000
22:12.0,163.09,200,1000
22:12.0,163.1,200,1000
22:12.0,163.09,200,1000
22:12.0,163.1,200,1000
22:12.0,163.11,200,1000
22:12.1,163.1,200,1000
22:12.1,163.1,200,1000
22:12.1,163.12,200,1000
22:12.1,163.09,200,1000
22:12.1,163.1,200,1000
22:12.2,163.1,200,1000
22:12.2,163.11,200,1000
22:12.2,163.12,200,1000
22:12.2,163.12,200,1000
22:12.2,163.13,200,1000
22:12.3,163.14,200,1000
22:12.3,163.14,200,1000
22:12.3,163.16,200,1000
22:12.3,163.16,200,1000
22:12.4,163.15,200,1000
22:12.4,163.15,200,1000
22:12.4,163.16,200,1000
22:12.4,163.16,200,1000
22:12.4,163.15,200,1000
22:12.5,163.15,200,1000
22:12.5,163.16,200,1000
22:12.5,163.16,200,1000
22:12.5,163.17,200,1000
22:12.5,163.16,200,1000
22:12.6,163.16,200,1000
22:12.6,163.17,200,1000
22:12.6,163.17,200,1000
22:12.6,163.18,200,1000
22:12.6,163.16,200,1000
22:12.7,163.17,200,1000
22:12.7,163.17,200,1000
22:12.7,163.18,200,1000
22:12.7,163.18,200,1000
22:12.8,163.18,200,1000
22:12.8,163.19,200,1000
22:12.8,163.19,200,1000
22:12.8,163.19,200,1000
22:12.8,163.2,200,1000
22:12.9,163.2,200,1000
22:12.9,163.2,200,1000
22:12.9,163.2,200,1000
22:12.9,163.21,200,1000
22:12.9,163.21,200,1000
22:13.0,163.22,200,1000
22:13.0,163.22,200,1000
22:13.0,163.22,200,1000
22:13.0,163.22,200,1000
22:13.0,163.22,200,1000
22:13.1,163.24,200,1000
22:13.1,163.23,200,1000
22:13.1,163.24,200,1000
22:13.1,163.26,200,1000
22:13.1,163.27,200,1000
22:13.2,163.26,200,1000
22:13.2,163.25,200,1000
22:13.2,163.25,200,1000
22:13.2,163.27,200,1000
22:13.2,163.27,200,1000
22:13.3,163.3,200,1000
22:13.3,163.28,200,1000
22:13.3,163.28,200,1000
22:13.3,163.28,200,1000
22:13.3,163.3,200,1000
22:13.4,163.31,200,1000
22:13.4,163.33,200,1000
22:13.4,163.33,200,1000
22:13.4,163.33,200,1000
22:13.5,163.32,200,1000
22:13.5,163.34,200,1000
22:13.5,163.35,200,1000
22:13.5,163.34,200,1000
22:13.5,163.34,200,1000
22:13.6,163.36,200,1000
22:13.6,163.35,200,1000
22:13.6,163.37,200,1000
22:13.6,163.37,200,1000
22:13.6,163.38,200,1000
22:13.7,163.39,200,1000
22:13.7,163.39,200,1000
22:13.7,163.4,200,1000
22:13.7,163.39,200,1000
22:13.7,163.4,200,1000
22:13.8,163.42,200,1000
22:13.8,163.42,200,1000
22:13.8,163.43,200,1000
22:13.8,163.42,200,1000
22:13.8,163.41,200,1000
22:13.9,163.43,200,1000
22:13.9,163.43,200,1000
22:13.9,163.44,200,1000
22:13.9,163.44,200,1000
22:13.9,163.45,200,1000
22:14.0,163.45,200,1000
22:14.0,163.45,200,1000
22:14.0,163.45,200,1000
22:14.0,163.45,200,1000
22:14.0,163.46,200,1000
22:14.1,163.45,200,1000
22:14.1,163.45,200,1000
22:14.1,163.45,200,1000
22:14.1,163.44,200,1000
22:14.1,163.44,200,1000
22:14.2,163.45,200,1000
22:14.2,163.45,200,1000
22:14.2,163.45,200,1000
22:14.2,163.45,200,1000
22:14.3,163.44,200,1000
22:14.3,163.44,200,1000
22:14.3,163.46,200,1000
22:14.3,163.45,200,1000
22:14.3,163.45,200,1000
22:14.4,163.47,200,1000
22:14.4,163.47,200,1000
22:14.4,163.46,200,1000
22:14.4,163.48,200,1000
22:14.4,163.48,200,1000
22:14.5,163.48,200,1000
22:14.5,163.48,200,1000
22:14.5,163.49,200,1000
22:14.5,163.47,200,1000
22:14.5,163.47,200,1000
22:14.6,163.5,200,1000
22:14.6,163.49,200,1000
22:14.6,163.49,200,1000
22:14.6,163.5,200,1000
22:14.6,163.49,200,1000
22:14.7,163.52,200,1000
22:14.7,163.52,200,1000
22:14.7,163.51,200,1000
22:14.7,163.52,200,1000
22:14.7,163.53,200,1000
22:14.8,163.53,200,1000
22:14.8,163.53,200,1000
22:14.8,163.52,200,1000
22:14.8,163.54,200,1000
22:14.8,163.54,200,1000
22:14.9,163.55,200,1000
22:14.9,163.57,200,1000
22:14.9,163.57,200,1000
22:14.9,163.55,200,1000
22:14.9,163.55,200,1000
22:15.0,163.56,200,1000
22:15.0,163.56,200,1000
22:15.0,163.58,200,1000
22:15.0,163.58,200,1000
22:15.1,163.57,200,1000
22:15.1,163.58,200,1000
